CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,PhoneNumber,CMS Region,Condition,Count,Footnote,Location,GeoLocation
07T028,MF91,2800 MAIN STREET,10 EAST,BRIDGEPORT,CT,6606,Fairfield,(475) 210-5364,1,Stroke,77,,"2800 MAIN STREET BRIDGEPORT, CT 06606 (41.200083, -73.202486)","(41.56266102000046, -72.64984095199964)"
52T030,WAUSAU HOSPITAL,333 PINE RIDGE BLVD,,WAUSAU,WI,54401,Marathon,(715) 847-2450,5,All other conditions,23,,"333 PINE RIDGE BLVD WAUSAU, WI 54401 (44.964503, -89.666372)","(44.39319117400049, -89.81637074199966)"
193090,"THE NEUROMEDICAL CENTER REHABILITATION HOSPITAL, L",10101 PARK ROWE AVENUE,,BATON ROUGE,LA,70810,East Baton Rouge,(225) 906-2999,6,All other conditions,less than 11,1,"10101 PARK ROWE AVENUE BATON ROUGE, LA 70810 (30.379829, -91.094604)","(31.31266064400046, -92.44568007099969)"
38T061,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN,,PORTLAND,OR,97213,Multnomah,(503) 215-5710,10,Spinal cord disease or condition (non-traumatic),16,,"4805 NE GLISAN PORTLAND, OR 97213 (45.526518, -122.614058)","(44.56744942400047, -120.15503132599969)"
26T138,ST LUKES HOSPITAL KANSAS CITY,4401 WORNALL RD,,KANSAS CITY,MO,64111,Jackson,(816) 932-2428,7,Spinal cord injury (traumatic),less than 11,1,"4401 WORNALL RD KANSAS CITY, MO 64111 (39.046134, -94.59015)","(38.635790776000476, -92.56630005299968)"
37T001,HILLCREST KAISER REHABILITATION CENTER,1125 S. TRENTON,,TULSA,OK,74120,Tulsa,(918) 579-7133,6,Stroke,202,,"1125 S. TRENTON TULSA, OK 74120 (36.146411, -95.969779)","(35.47203135600046, -97.52107021399968)"
45T788,CORPUS CHRISTI MEDICAL CENTER,3315 S ALAMEDA ST,,CORPUS CHRISTI,TX,78411,Nueces,(361) 761-5267,6,Spinal cord disease or condition (non-traumatic),19,,"3315 S ALAMEDA ST CORPUS CHRISTI, TX 78411 (27.753726, -97.387937)","(31.827240407000488, -99.42677020599967)"
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,Spinal cord disease or condition (non-traumatic),26,,"475 SEAVIEW AVENUE STATEN ISLAND, NY 10305 (40.584082, -74.087013)","(42.82700103200045, -75.54397042699964)"
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,"Hip or knee replacement, amputation or other bone or joint condition",46,,"1521 GULL RD KALAMAZOO, MI 49048 (42.304759, -85.561425)","(44.6613195430005, -84.71439026999968)"
18T056,METHODIST HOSPITAL,1305  N.  ELM  ST,,HENDERSON,KY,42420,Henderson,(270) 827-7488,4,Spinal cord injury (traumatic),Not Available,2,"1305  N.  ELM  ST HENDERSON, KY 42420 (37.853858, -87.581257)","(37.645970271000465, -84.77497104799966)"
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,Spinal cord injury (traumatic),less than 11,1,"701 N 1ST ST SPRINGFIELD, IL 62781 (39.808778, -89.654586)","(40.48501028300046, -88.99771017799969)"
45T033,VALLEY BAPTIST HEALTH SYSTEM REHAB UNIT,2101 PEASE STREET,,HARLINGEN,TX,78550,Cameron,(956) 389-1550,6,"Hip or knee replacement, amputation or other bone or joint condition",27,,"2101 PEASE STREET HARLINGEN, TX 78550 (26.173414, -97.670666)","(31.827240407000488, -99.42677020599967)"
10T022,JACKSON MEMORIAL HOSPITAL,1611 N.W. 12 AVENUE,,MIAMI,FL,33136,Miami-Dade,(305) 585-7292,4,Hip or femur fracture,49,,"1611 N.W. 12 AVENUE MIAMI, FL 33136 (25.790612, -80.214945)","(28.932040377000476, -81.92896053899966)"
05T169,PRESBYTERIAN INTERCOMMUNITY,12401 WASHINGTON BLVD,,WHITTIER,CA,90602,Los Angeles,(562) 698-0811,9,Stroke,49,,"12401 WASHINGTON BLVD WHITTIER, CA 90602 (33.967433, -118.048143)","(37.63864012300047, -120.99999953799971)"
67T055,METHODIST STONE OAK HOSPITAL,1139 E SONTERRA BLVD,,SAN ANTONIO,TX,78258,Bexar,(210) 439-3635,6,Spinal cord injury (traumatic),less than 11,1,"1139 E SONTERRA BLVD SAN ANTONIO, TX 78258 (29.614494, -98.475459)","(31.827240407000488, -99.42677020599967)"
05T502,ST. VINCENT MEDICAL CENTER,2131 W. THIRD STREET,,LOS ANGELES,CA,90057,Los Angeles,(502) 596-6346,9,Nervous system disorder (excluding stroke),24,,"2131 W. THIRD STREET LOS ANGELES, CA 90057 (34.06319, -118.273665)","(37.63864012300047, -120.99999953799971)"
303027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCOR,254 PLEASANT STREET,,CONCORD,NH,3301,Merrimack,(603) 226-9800,1,Brain injury (traumatic),30,,"254 PLEASANT STREET CONCORD, NH 03301 (43.196542, -71.563258)","(43.65595011300047, -71.50036091999965)"
49T024,CARILION CLINIC REHABILITATION,"101 ELM AVENUE, SE",,ROANOKE,VA,24013,Roanoke City,(540) 224-4409,3,Spinal cord disease or condition (non-traumatic),26,,"101 ELM AVENUE, SE ROANOKE, VA 24013 (37.266858, -79.939818)","(37.54268067400045, -78.45789046299967)"
36T163,THE CHRIST HOSPITAL REHAB UNIT,2139 AUBURN AVENUE,,CINCINNATI,OH,45219,Hamilton,(513) 585-5000,5,Spinal cord disease or condition (non-traumatic),12,,"2139 AUBURN AVENUE CINCINNATI, OH 45219 (39.121167, -84.508502)","(40.06021014100048, -82.40426005599966)"
17T020,HUTCHINSON HOSPITAL CORP,1701 E. 23RD AVE.,,HUTCHINSON,KS,67502,Reno,(502) 596-6346,7,Hip or femur fracture,30,,"1701 E. 23RD AVE. HUTCHINSON, KS 67502 (38.079485, -97.892275)","(38.34774030000045, -98.20078122699965)"
213028,ENCOMPASS HEALTH REHAB HOSPITAL OF SALISBURY,220 TILGHMAN ROAD,,SALISBURY,MD,21804,Wicomico,(410) 546-4600,3,Hip or femur fracture,164,,"220 TILGHMAN ROAD SALISBURY, MD 21804 (38.369158, -75.547549)","(39.29058096400047, -76.60926011099963)"
443025,SISKIN HOSPITAL FOR PHYSICAL REHABILITATION,1 SISKIN PLAZA,,CHATTANOOGA,TN,37403,Hamilton,(423) 634-1200,4,Stroke,401,,"1 SISKIN PLAZA CHATTANOOGA, TN 37403 (35.050606, -85.292818)","(35.68094058000048, -85.77449091399967)"
26T074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,,MOBERLY,MO,65270,Randolph,(660) 263-8400,7,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2,"1515 UNION AVE MOBERLY, MO 65270 (39.423879, -92.414216)","(38.635790776000476, -92.56630005299968)"
31T010,PENN MEDICINE PRINCETON MEDICAL CENTER,ONE PLAINSBORO RD.,,PLAINSBORO,NJ,8536,Mercer,(609) 853-7922,2,Brain injury (traumatic),less than 11,1,,"(40.13057004800049, -74.27369128799967)"
673058,BAYLOR SCOTT ; WHITE INSTITUTE FOR  REHABILITATION,2000 MEDICAL DRIVE,,LAKEWAY,TX,78734,Travis,(512) 263-4500,6,Brain injury (traumatic),26,,"2000 MEDICAL DRIVE LAKEWAY, TX 78734 (30.344744, -97.969563)","(31.827240407000488, -99.42677020599967)"
39T125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,,HONESDALE,PA,18431,Wayne,(570) 253-8100,3,Brain injury (traumatic),less than 11,1,"601 PARK STREET HONESDALE, PA 18431 (41.576284, -75.259796)","(40.79373015200048, -77.86070029399963)"
15T058,MEMORIAL REGIONAL REHAB CENTER,615 N MICHIGAN ST,,SOUTH BEND,IN,46601,St. Joseph,(574) 647-3083,5,Hip or femur fracture,less than 11,1,"615 N MICHIGAN ST SOUTH BEND, IN 46601 (41.683711, -86.25057)","(39.766910452000445, -86.14996019399968)"
19T019,CHRISTUS ST. FRANCES CABRINI HOSPITAL,3330 MASONIC DR.,,ALEXANDRIA,LA,71301,Rapides,(318) 561-4163,6,"Hip or knee replacement, amputation or other bone or joint condition",180,,"3330 MASONIC DR. ALEXANDRIA, LA 71301 (31.282401, -92.460848)","(31.31266064400046, -92.44568007099969)"
43T012,AVERA SACRED HEART HOSPITAL,501 SUMMIT,,YANKTON,SD,57078,Yankton,(605) 668-8297,8,Nervous system disorder (excluding stroke),Not Available,2,"501 SUMMIT YANKTON, SD 57078 (42.872573, -97.406945)","(44.353130053000484, -100.3735306369997)"
05T024,SOUTH BAY REHABILITATION CTR,2400 EAST 4TH STREET,,NATIONAL CITY,CA,91950,San Diego,(619) 472-4705,9,Nervous system disorder (excluding stroke),less than 11,1,"2400 EAST 4TH STREET NATIONAL CITY, CA 91950 (32.686336, -117.083243)","(37.63864012300047, -120.99999953799971)"
33T201,KINGSBROOK REHABILITATION INSTITUTE,585 SCHENECTADY AVE,,BROOKLYN,NY,11203,Kings,(347) 452-4219,2,Spinal cord disease or condition (non-traumatic),24,,"585 SCHENECTADY AVE BROOKLYN, NY 11203 (40.658929, -73.934072)","(42.82700103200045, -75.54397042699964)"
37T049,STILLWATER MEDICAL CENTER,1323 WEST 6TH STREET,,STILLWATER,OK,74076,Payne,(502) 596-6346,6,"Hip or knee replacement, amputation or other bone or joint condition",34,,,"(35.47203135600046, -97.52107021399968)"
45T518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,,PORT ARTHUR,TX,77640,Jefferson,(409) 853-5796,6,"Hip or knee replacement, amputation or other bone or joint condition",14,,"2555 JIMMY JOHNSON BLVD PORT ARTHUR, TX 77640 (29.934952, -93.985007)","(31.827240407000488, -99.42677020599967)"
313025,KESSLER INSTITUTE FOR REHABILITATION - WEST FAC,1199 PLEASANT VALLEY WAY,,WEST ORANGE,NJ,7052,Essex,(973) 731-3600,2,Hip or femur fracture,340,,"1199 PLEASANT VALLEY WAY WEST ORANGE, NJ 07052 (40.786544, -74.273979)","(40.13057004800049, -74.27369128799967)"
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,,CHICAGO,IL,60625,Cook,(773) 989-6248,5,Spinal cord injury (traumatic),less than 11,1,,"(40.48501028300046, -88.99771017799969)"
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,5,"Hip or knee replacement, amputation or other bone or joint condition",33,,,"(40.48501028300046, -88.99771017799969)"
05T737,GARFIELD MEDICAL CENTER,525 N. GARFIELD AVENUE,,MONTEREY PARK,CA,91754,Los Angeles,(626) 307-2130,9,Stroke,70,,"525 N. GARFIELD AVENUE MONTEREY PARK, CA 91754 (34.067864, -118.122906)","(37.63864012300047, -120.99999953799971)"
493033,HEALTHSOUTH REHABILITATION HOSPITAL OF NORTHERN VA,24430 MILLSTREAM DRIVE,,ALDIE,VA,20105,Loudoun,(703) 957-2000,3,All other conditions,68,,"24430 MILLSTREAM DRIVE ALDIE, VA 20105 (38.938697, -77.552463)","(37.54268067400045, -78.45789046299967)"
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,,TRAVERSE CITY,MI,49684,Grand Traverse,(^) -,5,All other conditions,26,,"1105 6TH ST. TRAVERSE CITY, MI 49684 (44.761645, -85.641588)","(44.6613195430005, -84.71439026999968)"
15T162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,,INDIANAPOLIS,IN,46237,Marion,(317) 528-6038,5,Hip or femur fracture,less than 11,1,"8111 S EMERSON AVE INDIANAPOLIS, IN 46237 (39.648365, -86.082674)","(39.766910452000445, -86.14996019399968)"
23T244,GARDEN CITY HOSPITAL,6245 N INKSTER RD,,GARDEN CITY,MI,48135,Wayne,(810) 406-7937,5,Hip or femur fracture,35,,"6245 N INKSTER RD GARDEN CITY, MI 48135 (42.332356, -83.311771)","(44.6613195430005, -84.71439026999968)"
32T009,ST JOSEPH MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,,ALBUQUERQUE,NM,87102,Bernalillo,(505) 224-8000,6,Hip or femur fracture,Not Available,2,"601 DR MARTIN LUTHER KING JR AVE NE ALBUQUERQUE, NM 87102 (35.085622, -106.639765)","(34.52088095200048, -106.24058098499967)"
45T213,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DRIVE,,SAN ANTONIO,TX,78229,Bexar,(210) 358-2637,6,Brain injury (traumatic),27,,"4502 MEDICAL DRIVE SAN ANTONIO, TX 78229 (29.509488, -98.577062)","(31.827240407000488, -99.42677020599967)"
10T290,TVRH REHABILITATION HOSPITAL,1451 EL CAMINO REAL,,THE VILLAGES,FL,32159,Sumter,(352) 751-8593,4,Hip or femur fracture,19,,"1451 EL CAMINO REAL THE VILLAGES, FL 32159 (28.94944, -81.958131)","(28.932040377000476, -81.92896053899966)"
39T066,THE GOOD SAMARITAN HOSPITAL,4TH AND WALNUT STREETS,,LEBANON,PA,17042,Lebanon,(717) 270-7500,3,Nervous system disorder (excluding stroke),36,,"4TH AND WALNUT STREETS LEBANON, PA 17042 (40.146353, -77.128598)","(40.79373015200048, -77.86070029399963)"
22T066,WELDON CENTER FOR REHABILITATION,271 CAREW STREET,,SPRINGFIELD,MA,1102,Hampden,(413) 748-6941,1,Brain injury (traumatic),14,,"271 CAREW STREET SPRINGFIELD, MA 01102 (42.115878, -72.595442)","(42.27687047000046, -72.08269067499964)"
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,Spinal cord injury (traumatic),Not Available,2,"1700 CLINTON STREET MUSKEGON, MI 49443 (43.221939, -86.243075)","(44.6613195430005, -84.71439026999968)"
103034,SEA PINES REHABILITATION HOSPITAL ENCOMPASS HEALTH,101 E FLORIDA AVENUE,,MELBOURNE,FL,32901,Brevard,(321) 984-4600,4,"Hip or knee replacement, amputation or other bone or joint condition",310,,"101 E FLORIDA AVENUE MELBOURNE, FL 32901 (28.056904, -80.61947)","(28.932040377000476, -81.92896053899966)"
14T208,ADVOCATE CHRIST MEDICAL CENTER,ADVOCATE CHRIST MEDICAL CENTER,4440 WEST 95TH STREET,OAK LAWN,IL,60453,Cook,(708) 684-2000,5,Spinal cord disease or condition (non-traumatic),76,,,"(40.48501028300046, -88.99771017799969)"
42T085,GRAND STRAND MEDICAL CENTER,809 82ND PKWY,,MYRTLE BEACH,SC,29572,Horry,(843) 497-8740,4,Spinal cord injury (traumatic),less than 11,1,"809 82ND PKWY MYRTLE BEACH, SC 29572 (33.754763, -78.817079)","(33.998821303000454, -81.04537120699968)"
15T115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,,JASPER,IN,47546,Dubois,(812) 996-2345,5,Spinal cord injury (traumatic),Not Available,2,"800 W 9TH ST JASPER, IN 47546 (38.393743, -86.941281)","(39.766910452000445, -86.14996019399968)"
50T051,OVERLAKE HOSPITAL MEDICAL CENTER,REHAB SERVICES,,BELLEVUE,WA,98004,King,(425) 688-5000,10,Nervous system disorder (excluding stroke),Not Available,2,,"(47.52227862900048, -120.47001078999972)"
45T388,METROPOLITAN METHODIST HOSPITAL,1310 MCCULLOUGH,,SAN ANTONIO,TX,78212,Bexar,(210) 365-2337,6,Spinal cord injury (traumatic),less than 11,1,"1310 MCCULLOUGH SAN ANTONIO, TX 78212 (29.44075, -98.491841)","(31.827240407000488, -99.42677020599967)"
49T057,SENTARA VIRGINIA BEACH GENERAL,1060 FIRST COLONIAL RD,,VIRGINIA BEACH,VA,23454,Virginia Beach City,(757) 388-4261,3,Brain disease or condition (non-traumatic),less than 11,1,"1060 FIRST COLONIAL RD VIRGINIA BEACH, VA 23454 (36.864158, -76.028342)","(37.54268067400045, -78.45789046299967)"
24T057,ABBOTT NORTHWESTERN HOSPITAL,800 E 28TH ST,,MINNEAPOLIS,MN,55407,Hennepin,(612) 863-0881,5,Brain disease or condition (non-traumatic),31,,"800 E 28TH ST MINNEAPOLIS, MN 55407 (44.951954, -93.262248)","(46.35564873600049, -94.79420050299967)"
103031,ENCOMPASS HEALTH REHAB HOSPITAL OF SARASOTA,6400 EDGELAKE DR,,SARASOTA,FL,34240,Sarasota,(941) 921-8600,4,"Hip or knee replacement, amputation or other bone or joint condition",401,,"6400 EDGELAKE DR SARASOTA, FL 34240 (27.300949, -82.443327)","(28.932040377000476, -81.92896053899966)"
11T177,DOCTORS HOSPITAL,3651 WHEELER ROAD,,AUGUSTA,GA,30909,Richmond,(706) 651-6129,4,Spinal cord disease or condition (non-traumatic),less than 11,1,"3651 WHEELER ROAD AUGUSTA, GA 30909 (33.482477, -82.091092)","(32.83968109300048, -83.62758034599966)"
193074,UNITED MEDICAL HEALTHWEST-NEW ORLEANS,"3201 WALL BLVD, STE B",,GRETNA,LA,70056,Jefferson,(504) 433-5551,6,Hip or femur fracture,less than 11,1,"3201 WALL BLVD, STE B GRETNA, LA 70056 (29.865736, -90.031434)","(31.31266064400046, -92.44568007099969)"
05T503,SCRIPPS MEMORIAL ENCINITAS,354 SANTA FE DR,,ENCINITAS,CA,92024,San Diego,(760) 633-6308,9,"Hip or knee replacement, amputation or other bone or joint condition",31,,"354 SANTA FE DR ENCINITAS, CA 92024 (33.036272, -117.284237)","(37.63864012300047, -120.99999953799971)"
25T084,MERIT HEALTH NATCHEZ,54 SEARGENT PRENTISS DRIVE,,NATCHEZ,MS,39120,Adams,(601) 443-2570,4,"Hip or knee replacement, amputation or other bone or joint condition",25,,,"(32.745510099000455, -89.53803082499968)"
263031,SSM HEALTH REHABILITATION HOSPITAL,1027 BELLEVUE AVENUE,,RICHMOND HEIGHTS,MO,63117,St. Louis,(314) 768-5202,7,Brain disease or condition (non-traumatic),173,,"1027 BELLEVUE AVENUE RICHMOND HEIGHTS, MO 63117 (38.633313, -90.311991)","(38.635790776000476, -92.56630005299968)"
15T021,PARKVIEW HOSPITAL,2200 RANDALLIA DRIVE,,FORT WAYNE,IN,46805,Allen,(260) 373-3691,5,"Hip or knee replacement, amputation or other bone or joint condition",59,,"2200 RANDALLIA DRIVE FORT WAYNE, IN 46805 (41.096106, -85.111542)","(39.766910452000445, -86.14996019399968)"
11T165,SOUTHERN REGIONAL MEDICAL CTR,11 UPPER RIVERDALE RD,,RIVERDALE,GA,30274,Clayton,(770) 991-8296,4,Nervous system disorder (excluding stroke),less than 11,1,,"(32.83968109300048, -83.62758034599966)"
263032,MERCY REHABILITATION HOSPITAL SPRINGFIELD,5904 S SOUTHWOOD RD,,SPRINGFIELD,MO,65804,Greene,(417) 820-2973,7,Brain injury (traumatic),59,,"5904 S SOUTHWOOD RD SPRINGFIELD, MO 65804 (37.104552, -93.236503)","(38.635790776000476, -92.56630005299968)"
423030,"GREENWOOD REGIONAL REHABILITATION HOSPITAL, INC",1530 PARKWAY,,GREENWOOD,SC,29646,Greenwood,(864) 330-9070,4,Brain disease or condition (non-traumatic),42,,"1530 PARKWAY GREENWOOD, SC 29646 (34.167697, -82.15657)","(33.998821303000454, -81.04537120699968)"
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,,DECATUR,IL,62526,Macon,(217) 876-8121,5,Brain disease or condition (non-traumatic),Not Available,2,"2300 NORTH EDWARD STREET DECATUR, IL 62526 (39.866492, -88.960912)","(40.48501028300046, -88.99771017799969)"
193097,COVINGTON - A M G PHYSICAL REHABILITATION HOSPITAL,5025 KEYSTONE BLVDSUITE 200,,COVINGTON,LA,70433,St. Tammany,(985) 888-0301,6,Brain disease or condition (non-traumatic),23,,,"(31.31266064400046, -92.44568007099969)"
23T024,DMC SINAI-GRACE HOSPITAL,6071 WEST OUTER DRIVE,,DETROIT,MI,48235,Wayne,(313) 966-3350,5,Brain injury (traumatic),less than 11,1,"6071 WEST OUTER DRIVE DETROIT, MI 48235 (42.420102, -83.181471)","(44.6613195430005, -84.71439026999968)"
49T007,SENTARA NORFOLK GENERAL HOSP,600 GRESHAM DRIVE,,NORFOLK,VA,23507,Norfolk City,(757) 388-4261,3,Spinal cord disease or condition (non-traumatic),14,,"600 GRESHAM DRIVE NORFOLK, VA 23507 (36.859728, -76.30482)","(37.54268067400045, -78.45789046299967)"
44T125,PATRICIA NEAL REHABILITATION CENTER,1901 CLINCH AVENUE,,KNOXVILLE,TN,37916,Knox,(865) 331-1839,4,"Hip or knee replacement, amputation or other bone or joint condition",18,,"1901 CLINCH AVENUE KNOXVILLE, TN 37916 (35.95681, -83.937134)","(35.68094058000048, -85.77449091399967)"
363037,OHIOHEALTH REHABILITATION HOSPITAL,1087 DENNISON AVENUE 4TH FLOOR,,COLUMBUS,OH,43201,Franklin,(614) 458-9496,5,Nervous system disorder (excluding stroke),44,,"1087 DENNISON AVENUE 4TH FLOOR COLUMBUS, OH 43201 (39.983901, -83.008429)","(40.06021014100048, -82.40426005599966)"
26T077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,,ST. LOUIS,MO,63128,St. Louis,(314) 467-2498,7,Brain injury (traumatic),22,,"10010 KENNERLY ROAD ST. LOUIS, MO 63128 (38.509739, -90.37775)","(38.635790776000476, -92.56630005299968)"
06T024,UNIVERSITY OF COLORADO HOSP,12401 E 17TH AVE CMS F-728,,AURORA,CO,80045,Denver,(720) 848-3800,8,Nervous system disorder (excluding stroke),18,,"12401 E 17TH AVE CMS F-728 AURORA, CO 80045 (39.743489, -104.843068)","(38.843840757000464, -106.13361092099967)"
39T151,CHAMBERSBURG HOSPITAL,112 N SEVENTH ST,,CHAMBERSBURG,PA,17201,Franklin,(717) 267-3000,3,Spinal cord disease or condition (non-traumatic),less than 11,1,"112 N SEVENTH ST CHAMBERSBURG, PA 17201 (39.934915, -77.647451)","(40.79373015200048, -77.86070029399963)"
23R334,HERRICK MEMORIAL HOSPITAL,500 EAST POTTAWATAMIE ST.,,TECUMSEH,MI,49221,Lenawee,(517) 424-3387,5,Spinal cord disease or condition (non-traumatic),Not Available,2,"500 EAST POTTAWATAMIE ST. TECUMSEH, MI 49221 (42.002909, -83.93755)","(44.6613195430005, -84.71439026999968)"
23T230,MARY FREE BED AT SPARROW,1215 E. MICHIGAN AVENUE,,LANSING,MI,48912,Ingham,(517) 364-2092,5,Spinal cord disease or condition (non-traumatic),44,,"1215 E. MICHIGAN AVENUE LANSING, MI 48912 (42.733609, -84.534816)","(44.6613195430005, -84.71439026999968)"
44T150,SUMMIT MEDICAL CENTER,5655 FRIST BLVD,,HERMITAGE,TN,37076,Davidson,(615) 391-7310,4,Brain injury (traumatic),15,,"5655 FRIST BLVD HERMITAGE, TN 37076 (36.177999, -86.606015)","(35.68094058000048, -85.77449091399967)"
673054,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF AUSTIN,330 W BEN WHITE BLVD,,AUSTIN,TX,78704,Travis,(972) 308-8567,6,Nervous system disorder (excluding stroke),335,,"330 W BEN WHITE BLVD AUSTIN, TX 78704 (30.225443, -97.76661)","(31.827240407000488, -99.42677020599967)"
673031,METHODIST REHABILITATION HOSPITAL,3020 WEST WHEATLAND ROAD,,DALLAS,TX,75237,Dallas,(972) 708-8600,6,"Hip or knee replacement, amputation or other bone or joint condition",184,,"3020 WEST WHEATLAND ROAD DALLAS, TX 75237 (32.647445, -96.870589)","(31.827240407000488, -99.42677020599967)"
44T035,TENNOVA HEALTHARE - CLARKSVILLE,651 DUNLOP LANE,,CLARKSVILLE,TN,37040,Montgomery,(931) 502-4001,4,Hip or femur fracture,29,,"651 DUNLOP LANE CLARKSVILLE, TN 37040 (36.580414, -87.268485)","(35.68094058000048, -85.77449091399967)"
39T102,UPMC ST MARGARET,815 FREEPORT ROAD,,PITTSBURGH,PA,15215,Allegheny,(412) 784-4000,3,Spinal cord injury (traumatic),Not Available,2,"815 FREEPORT ROAD PITTSBURGH, PA 15215 (40.487472, -79.896038)","(40.79373015200048, -77.86070029399963)"
52T030,WAUSAU HOSPITAL,333 PINE RIDGE BLVD,,WAUSAU,WI,54401,Marathon,(715) 847-2450,5,Brain injury (traumatic),less than 11,1,"333 PINE RIDGE BLVD WAUSAU, WI 54401 (44.964503, -89.666372)","(44.39319117400049, -89.81637074199966)"
673043,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DALLAS,7930 NORTHAVEN ROAD,,DALLAS,TX,75230,Dallas,(214) 706-8200,6,Spinal cord disease or condition (non-traumatic),less than 11,1,"7930 NORTHAVEN ROAD DALLAS, TX 75230 (32.9016, -96.770301)","(31.827240407000488, -99.42677020599967)"
39T198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH ST,,ERIE,PA,16509,Erie,(814) 868-2462,3,Brain disease or condition (non-traumatic),Not Available,2,"5515 PEACH ST ERIE, PA 16509 (42.074141, -80.093735)","(40.79373015200048, -77.86070029399963)"
18T018,SCR INPATIENT REHAB UNIT,222 MEDICAL CIRCLE,,MOREHEAD,KY,40351,Rowan,(606) 783-6650,4,All other conditions,less than 11,1,"222 MEDICAL CIRCLE MOREHEAD, KY 40351 (38.180016, -83.442454)","(37.645970271000465, -84.77497104799966)"
03T117,VALLEY VIEW MEDICAL CENTER,5330 S HIGHWAY 95,,FT MOHAVE,AZ,86426,Mohave,(928) 788-7005,9,Spinal cord disease or condition (non-traumatic),less than 11,1,"5330 S HIGHWAY 95 FT MOHAVE, AZ 86426 (35.002363, -114.597954)","(34.865970280000454, -111.76381127699972)"
